Gene	disease_1	disease_2	disease_3	disease_4	disease_5	disease_6	disease_7	disease_8	disease_9	disease_10	disease_11	disease_12	disease_13	disease_14	disease_15	disease_16	disease_17	disease_18	disease_19	disease_20	disease_21	disease_22	disease_23	disease_24	disease_25	disease_26	disease_27	disease_28	disease_29	disease_30	disease_31	disease_32	disease_33	disease_34	disease_35	disease_36	disease_37	disease_38	disease_39	disease_40	disease_41	disease_42	disease_43	disease_44	disease_45	disease_46	disease_47	disease_48
16	8.550620446	8.836514498	8.583566914	8.73124602595781	8.72972193784949	8.70213194102077	8.57720340387793	8.79204578963323	8.65576038128371	8.7308160923616	8.66157708483401	8.80858614519495	8.58231152120876	8.81774014507685	8.62752504271136	8.68779178068206	8.75972833122032	8.6031669540527	8.61525287638283	8.73040438072981	8.61215412051538	8.73308447784812	8.66357250119581	8.81033510112515	8.57468739756306	8.81800808291813	8.61033273025053	8.73112474497927	8.73100132302713	8.74775823374674	8.594362337108	8.80966083219733	8.6971945837203	8.7316594003011	8.66163459123971	8.80385800781542	8.59074220567535	8.81738757749946	8.60998675775919	8.59984819373301	8.76977146681554	8.70472030067352	8.60486462292349	8.70320371049946	8.61869934655246	8.7809448156439	8.7107479246558	8.80896065615913
18	10.69497435	11.4657	10.94154387	10.7595044992375	11.3735522683829	11.2606990996115	10.9958423785469	11.1620798360538	10.9556885428834	10.8717636342535	10.8695328166783	11.3081882035362	10.729293263564	11.412322947287	10.9421707491874	10.802711375373	11.3250025598929	11.1993442063991	10.9276271586629	11.203484829866	10.9759625402621	11.2956049507923	10.8710919158626	11.310815180578	10.7522718722451	11.0566325839238	10.9415716527221	10.7800275171976	11.3156562431667	11.2755951986152	10.9590018087991	11.2671436349341	11.080802898454	11.3119345056262	10.8706224576662	11.3079783404224	10.7798262205518	11.3961462753083	10.9419003724624	10.8809971459411	11.3294510200176	11.201340782504	11.1102825237407	11.2497099044545	10.9659660340257	11.3079816342163	10.8711298380704	11.3088809121879
19	12.45543494	12.09898662	12.40805911	12.2015260435587	12.1175440029405	12.2629106577048	12.3332973507675	12.2685762378706	12.2862459424982	12.1551821351145	12.3303131120757	12.2547017949299	12.2943548927129	12.1091691486409	12.3058296508347	12.2742415593035	12.2039119341626	12.2664354287672	12.3324599123874	12.2668433326101	12.3238481868721	12.2030215749082	12.1621013173762	12.154154809462	12.340485685603	12.1552505134898	12.3222649176679	12.1759520299473	12.1713690241053	12.2599561646833	12.3330623484393	12.2198191158463	12.2707398884748	12.1786067156652	12.1687471323331	12.2213313136404	12.3114013554172	12.2228330586078	12.3738826691183	12.3010614171716	12.1490193939852	12.2665705854202	12.3279751341896	12.265319517123	12.3227973881715	12.204252159765	12.1618917467673	12.1837817770621
20	12.31592825	12.24240613	12.35132732	12.284470819083	12.3054992957043	12.3465000307699	12.3418968925876	12.3123167264445	12.3469616856211	12.300600255001	12.309055489662	12.326926420255	12.2892073080191	12.2829022065298	12.347379190393	12.3285182405531	12.3128057819251	12.3456344658016	12.3378325592009	12.3325887315923	12.3435224542283	12.3143440719703	12.3072637358741	12.2876307003907	12.326622588263	12.2694051694252	12.3477567673517	12.2968425523149	12.3085152970236	12.3401642310871	12.34139390537	12.2948727926032	12.3372017774915	12.3069722627143	12.308675798055	12.3210765535314	12.3251694501882	12.3201293872775	12.3483060288416	12.3348660271616	12.2915747203185	12.3445612359114	12.3434653220501	12.3443148751712	12.3443853680008	12.3181122252186	12.3024626093777	12.314011806175
22	13.22549963	13.07616431	13.10047026	13.1520139923906	13.0917649792697	13.0784887946526	13.1356725532784	13.0851844548554	13.0795608947618	13.1087639213544	13.1335707513654	13.0770000368399	13.1805981777235	13.0819538511063	13.0805807054252	13.1402832043523	13.087149422906	13.1151131566654	13.1351636873432	13.0841926443851	13.1278250578179	13.0866317870384	13.1116186644323	13.0762072180112	13.1734303904333	13.1043127725121	13.0815507769512	13.1209667013606	13.0901603310849	13.0840356490748	13.1355493520678	13.0847059140503	13.0835448710862	13.0937035787626	13.1141448867746	13.0861372722937	13.1422668735962	13.0774795820098	13.09561535518	13.1398902904463	13.0864508036515	13.0970205297275	13.1304168929276	13.0798707249631	13.0849194247281	13.0812423319363	13.1098550986449	13.0765949780025
23	12.99076729	12.80000632	13.07616431	12.8495476324159	13.0224631726246	12.8436472703526	12.8844814053621	13.0362178537023	13.0360991456862	12.8736798300525	13.0048363074925	12.8022799333745	12.8887440828896	12.9902846253318	13.069260655137	12.8544230109499	12.9000138214397	12.8823540219128	12.9527329424229	12.8863588211248	12.9394290911137	12.8615903510507	12.9263534854199	12.8015230439977	12.892266267849	12.8423814451499	13.0749747366815	12.8529155365503	12.9329978132626	12.8970772276352	12.9231858721408	13.0004724711676	12.9406261138622	12.8781387193607	12.9578729132271	12.8220244623153	12.9346716181839	12.9307800722272	13.072451770214	12.8677282674689	12.9718830276051	12.8844364760976	12.926653949299	12.8801187552644	12.993043400959	12.8272256472036	12.8971460736243	12.8016311761523
25	13.12244907	13.06752156	13.12605204	13.0995327664077	13.1175855630337	13.1159666144238	13.120103791112	13.0762000097963	13.1195693220254	13.1111094279534	13.1196417472179	13.1150919827592	13.1141582113315	13.0749446656525	13.1218850733191	13.1127242843527	13.1165313319288	13.116041307409	13.119901202622	13.0811677919356	13.1196325954083	13.1120006503901	13.117912937983	13.1011632942054	13.1189307528745	13.0722679356957	13.1233735938008	13.1069564966652	13.1152243843354	13.1159768098879	13.1200149638452	13.076043187853	13.1150231381989	13.1123227502322	13.119291457774	13.1141868361725	13.1165214193077	13.1033756598973	13.1237588189672	13.1168372337658	13.1060145721647	13.0867303798989	13.1179950142592	13.0847188030294	13.1195837736875	13.1122648020845	13.1112661714255	13.113407596593
32	11.79090335	12.10715093	11.68483494	11.799752575566	11.824936175164	11.7990293433247	11.794915031808	11.9905655268518	11.7285389793346	11.8033930890006	11.8203699020192	12.1059636950529	11.7952720807877	12.0292421561292	11.7015611805035	11.7990532655657	11.8626423723673	11.7949308848174	11.7992879164624	11.9793612316114	11.7928180294872	11.9373446288346	11.8121707567685	12.1062146278338	11.7949268418619	12.0222899208803	11.6912363419217	11.8002788441805	11.8400183113302	11.8623972625975	11.7956662483745	11.9928279942632	11.9714370658087	11.8296234384869	11.816410031414	12.0703245393022	11.7981436031672	12.0601743243259	11.6963945672507	11.7969287472782	11.9414934936024	11.8903382017746	11.7959976657787	11.8967053165233	11.7646510467157	11.9377185124636	11.8060240073821	12.1061959375396
33	13.21777212	13.48916357	13.06929071	13.2649688616059	13.3264231641632	13.4742539194147	13.3269898391004	13.4104138724317	13.2510005809032	13.3108395359188	13.239234581527	13.4799605911433	13.2378699221791	13.4586406213584	13.1508252208297	13.3112625129994	13.4496314659618	13.4178885633689	13.2969565312965	13.4430751301078	13.2970833698042	13.388339421479	13.2989556338864	13.4891592031213	13.2575831611908	13.4471144947574	13.1058758246291	13.2992076158406	13.3761087494153	13.4648296704558	13.3167112574794	13.4350871981577	13.3674819246385	13.3744410708119	13.2890440412942	13.3883828963735	13.2939081836075	13.4653058329809	13.0767141125848	13.3226244753307	13.4563791181352	13.4351509274882	13.4068681671512	13.4679928887125	13.2590322567822	13.4170042878209	13.3016610811279	13.4822973534258
48	13.78374796	13.65857993	13.99094349	13.7546043453304	13.8990791104049	13.8021841636792	13.7950474083109	13.7594503700527	13.9741597501129	13.8480694855715	13.8125215473246	13.797733973287	13.7658859981081	13.731570056113	13.9894511455946	13.7807681985909	13.8230182364072	13.8019630008391	13.8027329859769	13.7697671929757	13.9048083098071	13.8303018918807	13.8289680733463	13.7834184195612	13.7819216805443	13.6877227909989	13.9908107965813	13.8150698005661	13.8474608926901	13.8028297963873	13.798427723874	13.752719484785	13.8950199315909	13.8392268137401	13.8201306586127	13.8010844169921	13.780328924138	13.777607922191	13.9899305156703	13.7872102447953	13.7320875833023	13.7962857630569	13.8023223520322	13.7946294887821	13.9236337179883	13.7987351075515	13.8408352199618	13.7890623141624
